repo_url,script_path,language,failure_reason,fix_bucket,dependency,missing_path,fix_action,suggested_fix,log_path
https://github.com/SonyResearch/fairness-benchmark-public,utility_evaluation/utility_evaluation/tasks/person_parsing/mask2former_instance/configs/mask2former_swin-t-p4-w7-224_8xb2-lsj-50e_coco.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00736_20260318_082945.log
https://github.com/SonyResearch/fairness-benchmark-public,utility_evaluation/utility_evaluation/tasks/person_parsing/mask_rcnn_instance/configs/__init__.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00737_20260318_082945.log
https://github.com/SonyResearch/fairness-benchmark-public,utility_evaluation/utility_evaluation/tasks/person_parsing/mask_rcnn_instance/configs/default_runtime.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00738_20260318_082945.log
https://github.com/SonyResearch/fairness-benchmark-public,utility_evaluation/utility_evaluation/tasks/person_parsing/mask_rcnn_instance/configs/mask-rcnn_r50_fpn.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00739_20260318_082945.log
https://github.com/SonyResearch/fairness-benchmark-public,utility_evaluation/utility_evaluation/tasks/person_parsing/mask_rcnn_instance/configs/mask-rcnn_x101-64x4d_fpn_ms-poly_3x_coco.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00740_20260318_082946.log
https://github.com/SonyResearch/fairness-benchmark-public,utility_evaluation/utility_evaluation/tasks/person_parsing/mask_rcnn_instance/configs/ms-poly_3x_coco-instance.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00741_20260318_082947.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_AbstractDrawer.py,python,missing_python_module:Bio._py3k,missing_python_module,Bio._py3k,,Install Python dependency: Bio._py3k,Install Python dependency: Bio._py3k,logs/repro_runs/run_00764_20260318_162524.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_CircularDrawer.py,python,missing_python_module:Bio._py3k,missing_python_module,Bio._py3k,,Install Python dependency: Bio._py3k,Install Python dependency: Bio._py3k,logs/repro_runs/run_00765_20260318_162524.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_Colors.py,python,missing_python_module:Bio._py3k,missing_python_module,Bio._py3k,,Install Python dependency: Bio._py3k,Install Python dependency: Bio._py3k,logs/repro_runs/run_00766_20260318_162524.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_Diagram.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00768_20260318_082956.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_Feature.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00769_20260318_114608.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_FeatureSet.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00770_20260318_082956.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_GraphSet.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00772_20260318_114609.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_LinearDrawer.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00773_20260318_114610.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/GenomeDiagram/_Track.py,python,missing_python_module:Bio._py3k,missing_python_module,Bio._py3k,,Install Python dependency: Bio._py3k,Install Python dependency: Bio._py3k,logs/repro_runs/run_00774_20260318_162524.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/Bio/Graphics/KGML_vis.py,python,missing_python_module:Bio._py3k,missing_python_module,Bio._py3k,,Install Python dependency: Bio._py3k,Install Python dependency: Bio._py3k,logs/repro_runs/run_00776_20260318_162524.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/PyQt5/uic/widget-plugins/qtcharts.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00781_20260318_083000.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cffi/pkgconfig.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00783_20260318_083001.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/conda/_vendor/auxlib/configuration.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00784_20260318_083001.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/conda/cli/main_config.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00785_20260318_083002.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/conda/common/configuration.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00786_20260318_083002.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/conda/models/prefix_graph.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00787_20260318_083003.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cryptography/hazmat/backends/openssl/backend.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00798_20260318_114612.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cryptography/hazmat/backends/openssl/ocsp.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00810_20260318_083012.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cryptography/hazmat/backends/openssl/rsa.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00812_20260318_083013.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cryptography/hazmat/backends/openssl/x25519.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00814_20260318_083014.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cryptography/hazmat/backends/openssl/x509.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00816_20260318_083014.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cryptography/hazmat/bindings/openssl/binding.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00820_20260318_083015.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/cryptography/hazmat/primitives/constant_time.py,python,missing_python_module:cryptography.hazmat.bindings._constant_time,missing_python_module,cryptography.hazmat.bindings._constant_time,,Install Python dependency: cryptography.hazmat.bindings._constant_time,Install Python dependency: cryptography.hazmat.bindings._constant_time,logs/repro_runs/run_00839_20260318_162524.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/numpy/distutils/npy_pkg_config.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00873_20260318_083036.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/pip/_internal/commands/configuration.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00875_20260318_083037.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/pip/_internal/configuration.py,python,missing_python_module:pip._vendor.six,missing_python_module,pip._vendor.six,,Install Python dependency: pip._vendor.six,Install Python dependency: pip._vendor.six,logs/repro_runs/run_00876_20260318_162527.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/pip/_vendor/distlib/_backport/sysconfig.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00877_20260318_083037.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/pythonwin/pywin/debugger/configui.py,python,relative_import,relative_import,,,Run via python -m package.module,Run via python -m package.module,logs/repro_runs/run_00879_20260318_083040.log
https://github.com/TingXuGroup/Surface-Anaysis,bin/PyMOL/Lib/site-packages/ruamel_yaml/configobjwalker.py,python,missing_python_module:ruamel_yaml,missing_python_module,ruamel_yaml,,Install Python dependency: ruamel_yaml,Install Python dependency: ruamel_yaml,logs/repro_runs/run_00884_20260318_162527.log
https://github.com/YosefLab/scib-metrics,src/scib_metrics/metrics/_graph_connectivity.py,python,nonzero_exit,path_error,,,Quote paths or use script_path relative to repo root,Quote paths or use script_path relative to repo root,logs/repro_runs/run_00889_20260318_154038.log
https://github.com/achamolly/mechanical_self_organisation,lib_plot.py,python,missing_python_module:dolfinx,missing_python_module,dolfinx,,Install Python dependency: dolfinx,Install Python dependency: dolfinx,logs/repro_runs/run_00900_20260318_162527.log
https://github.com/YichaoOU/ABE_NonCoding_functional_score,RNA_seq/RNA_editing/jitter_plot.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00902_20260318_140902.log
https://github.com/YichaoOU/ABE_NonCoding_functional_score,per_A_base_score/HbF_score_classification/add_more_A/barplot.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00904_20260318_114617.log
https://github.com/YichaoOU/ABE_NonCoding_functional_score,per_A_base_score/HbF_score_classification/add_more_A/barplot_NG_revision.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00905_20260318_114617.log
https://github.com/YichaoOU/ABE_NonCoding_functional_score,per_A_base_score/comparison_to_CADD_DeepSEA_GERP/jupyter_notebooks/score_signal_plot.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00906_20260318_140908.log
https://github.com/afeinstein20/nirhiss,src/nirhiss/plotting.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00907_20260318_144236.log
https://github.com/alhashimilab/TAR_Thermodynamic_Model,dG_Correlation_Analysis/Correlation_Plots.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00908_20260318_140908.log
https://github.com/bbglab/deepUMIcaller,bin/family_size_plots.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00912_20260318_082216.log
https://github.com/bbglab/deepCSA,bin/create_consensus_panel.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00914_20260318_114619.log
https://github.com/bbglab/deepCSA,bin/create_panel4sample.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00915_20260318_083048.log
https://github.com/bbglab/deepCSA,bin/create_panel_versions.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00916_20260318_083048.log
https://github.com/bbglab/deepCSA,bin/panel_custom_processing.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00917_20260318_083048.log
https://github.com/bbglab/deepCSA,bin/panel_postprocessing_annotation.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00918_20260318_114620.log
https://github.com/bbglab/deepCSA,bin/panels_computedna2protein.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00919_20260318_083049.log
https://github.com/bbglab/deepCSA,bin/panels_dna2domain.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00920_20260318_083049.log
https://github.com/bbglab/deepCSA,bin/plot_depths.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00921_20260318_114620.log
https://github.com/bbglab/deepCSA,bin/plot_explore_variability.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00922_20260318_114621.log
https://github.com/bbglab/deepCSA,bin/plot_maf.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00924_20260318_114621.log
https://github.com/bbglab/deepCSA,bin/plot_needles.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00925_20260318_114621.log
https://github.com/bbglab/deepCSA,bin/plot_selection_indels.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00926_20260318_114621.log
https://github.com/bbglab/deepCSA,bin/plot_selection_oncodrivefml.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00928_20260318_114622.log
https://github.com/bintulab/HT-recruit-Analyze,Scripts/plotDist.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00937_20260318_155611.log
https://github.com/YongxinLiu/EasyAmplicon,result/picrust/KEGG_barplot.R,r,command_not_found,unknown,,,Manual inspection required,Manual inspection required,logs/repro_runs/run_00940_20260318_135521.log
https://github.com/chemprop/chemprop,chemprop/featurizers/molgraph/cache.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00977_20260318_114627.log
https://github.com/chemprop/chemprop,chemprop/featurizers/molgraph/mixins.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00978_20260318_114627.log
https://github.com/chemprop/chemprop,chemprop/featurizers/molgraph/molecule.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00979_20260318_114627.log
https://github.com/chemprop/chemprop,chemprop/featurizers/molgraph/reaction.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00980_20260318_114628.log
https://github.com/chemprop/chemprop,docs/source/tutorial/python/featurizers/molgraph_molecule_featurizer.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00981_20260318_140911.log
https://github.com/chemprop/chemprop,docs/source/tutorial/python/featurizers/molgraph_reaction_featurizer.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00982_20260318_140911.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/extended_data/extended_data_figure3.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00988_20260318_140911.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/extended_data/extended_data_figure4.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00989_20260318_140912.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/extended_data/extended_data_figure6.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00991_20260318_140914.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/extended_data/extended_data_figure7.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00992_20260318_140914.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/main/figure1dg.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00996_20260318_140915.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/main/figure2.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00997_20260318_140915.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/main/figure3.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00998_20260318_140915.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/supplementary/SI_Figure8_17.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01000_20260318_140917.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/supplementary/SI_Text_1.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01001_20260318_140919.log
https://github.com/cancersysbio/HTAN-FAP,bulk_analyses/figures/supplementary/SI_Text_2.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01002_20260318_140919.log
https://github.com/cancersysbio/HTAN-FAP,sgWGS_analyses/generate_figures.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01003_20260318_140921.log
https://github.com/cancersysbio/HTAN-FAP,sgWGS_analyses/supplemental_figures.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01004_20260318_140921.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotAVoverlay.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01005_20260318_082241.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotAVslice.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01006_20260318_082242.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotAsProbe.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01007_20260318_082242.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotBrainGrid.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01008_20260318_082242.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotBrainOutlinesByAxis.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01009_20260318_082242.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotDistToNearest.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01010_20260318_082242.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotDistToNearestToTip.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01011_20260318_082242.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotLabelsAsProbe.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01012_20260318_082242.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotNeuronOnSliceFromCoord.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01013_20260318_082243.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotTVslice.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01014_20260318_082245.log
https://github.com/cortex-lab/allenCCF,Browsing Functions/plotTopDownOutlines.m,matlab,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01015_20260318_082245.log
https://github.com/bbglab/normal_bladder_paper,extended/extended1/ExtendedFigure1.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01047_20260318_140921.log
https://github.com/bbglab/normal_bladder_paper,extended/extended10/ExtendedFig10.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01048_20260318_140921.log
https://github.com/bbglab/normal_bladder_paper,extended/extended10/ExtendedFig10_top_site_selection.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01049_20260318_140923.log
https://github.com/bbglab/normal_bladder_paper,extended/extended10/ExtendedFig10cd.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01051_20260318_140924.log
https://github.com/bbglab/normal_bladder_paper,extended/extended3/Extended_fig3_signatures.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01053_20260318_140925.log
https://github.com/bbglab/normal_bladder_paper,extended/extended4/ExtendedFig4a_plot_clean.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01054_20260318_140925.log
https://github.com/bbglab/normal_bladder_paper,extended/extended4/ExtendedFig4ade_scores_n_side.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01055_20260318_140925.log
https://github.com/bbglab/normal_bladder_paper,extended/extended4/ExtendedFig4b_summarycohort.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01056_20260318_140926.log
https://github.com/bbglab/normal_bladder_paper,extended/extended4/ExtendedFig4c_PIK3CA.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01057_20260318_140927.log
https://github.com/bbglab/normal_bladder_paper,extended/extended4/ExtendedFig4f_single_vs_multi.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01058_20260318_140928.log
https://github.com/bbglab/normal_bladder_paper,extended/extended5/ExtendedFig5a_per_sample.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01059_20260318_140931.log
https://github.com/bbglab/normal_bladder_paper,extended/extended5/ExtendedFig5b_dome_trigone.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01060_20260318_140931.log
https://github.com/bbglab/normal_bladder_paper,extended/extended5/ExtendedFig5c.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01061_20260318_140931.log
https://github.com/bbglab/normal_bladder_paper,extended/extended6/ExtendedFigure6.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_01062_20260318_140931.log
